product_id,tn,tn_feb_2019
20644,2.909846709833412,2.98116
20647,3.3978343822936843,8.48184
20651,3.504750033203854,3.26126
20652,3.570451913529002,3.93214
20653,3.3222998071071204,5.06787
20654,4.265661140503505,4.4575
20655,4.269158143174744,4.4334
20658,2.4470885423118593,4.0912299999999995
20660,3.876243208649835,3.09981
20661,2.7222098705619215,5.3902600000000005
20663,1.5431167891012871,1.25597
20664,3.2819697429152597,2.54584
20666,3.3802213905832508,0.66612
20670,0.9177933738595432,2.5766999999999998
20672,4.225122279847396,4.41868
20676,2.284182169300754,2.31777
20677,3.155491638537852,2.85496
20678,1.961346627352185,1.34386
20680,3.4151077315957807,4.07685
20684,4.257702406512672,3.44016
20685,1.449600894644806,1.92
20693,2.6367767455310145,4.25683
20696,2.8051389857244113,3.096
20697,2.84649831190712,3.0683700000000003
20699,2.346867285917172,3.35235
20701,3.2938179504626803,3.8315099999999997
20702,2.7622949328033872,2.06514
20705,1.84749483541008,1.97178
20706,2.6914518796109093,4.54505
20708,2.429883327932714,2.8814
20713,3.2086158008592225,2.726
20714,2.5626364000654855,4.41822
20715,2.754005220403349,1.80664
20721,2.7424895989921825,2.42341
20729,0.6956167158150355,2.32944
20730,2.341541024625778,1.85908
20733,2.4762836903548857,4.00764
20735,2.6388609972488744,2.63233
20737,2.0471266913625925,1.08108
20739,3.0422335679516688,3.49892
20742,2.134421124371575,2.3882600000000003
20744,2.3895117301734414,2.90984
20745,2.782352257627784,2.43464
20749,2.5823035268667858,3.12835
20751,1.9669933377149544,2.29981
20756,2.6369810019904834,2.54384
20759,2.029783041792191,1.8909799999999999
20761,2.4813958718964892,3.1968900000000002
20765,1.3707757699854428,0.96419
20768,2.2116534364356992,3.37824
20773,1.10480171969763,1.03067
20781,1.651377830255127,1.65032
20786,1.8453119607020485,0.043789999999999996
20788,1.9092353270717832,1.71987
20789,1.7503622767076576,1.83722
20793,1.4573510520794128,1.89986
20800,2.077816446275529,1.37504
20801,1.6290784255159292,1.8367099999999998
20802,2.1835663586666447,3.0530500000000003
20803,1.8401257432825255,1.441
20807,1.7892181961395603,2.36726
20810,2.1967540263673992,2.21937
20812,1.6810783599669268,1.71765
20820,1.7861281871239896,2.67707
20823,1.7898736132010185,2.53276
20826,1.6849249277222105,0.97321
20828,1.5518985722417238,1.92938
20830,1.7667266136763553,1.64453
20831,1.2478847026753956,1.52352
20838,1.8811336754757135,2.5385
20840,2.048764127614475,2.49167
20843,1.8164579329196,1.78469
20846,1.4110425406217704,1.27656
20847,1.452285364089423,1.9917799999999999
20849,1.753932871218279,2.60051
20852,1.3214786197351032,1.93506
20862,1.5191117614334868,1.12037
20863,1.317286986986169,1.21444
20864,1.631659170234002,1.36775
20865,1.4292197619512133,0.93689
20870,1.278866395162523,1.23062
20879,1.5323960997657862,2.74978
20882,1.0423227971867328,1.12257
20883,1.2358905424701183,1.90771
20885,0.9835226130805758,1.38244
20892,1.149306229660458,1.41466
20894,1.6269473653257835,2.90578
20901,1.3960650090734483,1.24372
20906,1.0841623218341403,1.14703
20913,1.0845077090833877,1.14475
20919,0.9231427670610894,0.20204
20922,0.89191218143006,1.39649
20925,0.8482301606151051,0.9079
20931,0.7901798279594622,1.06798
20936,1.1735222653821815,1.10659
20937,0.9241837082330576,0.76
20941,0.8732199499620331,0.88036
20947,0.8021191961133131,0.86157
20948,0.903056573342228,0.988
20949,1.1115615945214845,1.34302
20956,0.7754883844248053,0.7755
20957,0.7264395302140659,0.43023999999999996
20961,0.887903785988689,0.79778
20965,0.9341514431638612,0.99496
20970,0.7326327400895352,0.66389
20976,0.6074539520075968,0.52516
20982,0.5808189675555346,0.3764
20985,0.7271400138285278,0.70769
20986,0.8023899320755217,0.78891
20991,0.5163395083947775,0.3705
20994,0.6050991508429803,0.38848
21008,0.6249532362457064,0.74094
21014,0.7934196579794778,0.95061
21016,0.5027407586128425,0.60929
21024,0.4937220389259349,0.60714
21028,0.4602625724349127,0.28169
21032,0.5169348252574888,0.58982
21038,0.5014139323844677,0.40617
21048,0.4257113682101313,0.52318
21049,0.4921880666345331,0.27945000000000003
21055,0.3543318968639712,0.26859
21057,0.400280786009459,0.23477
21077,0.2531945197429532,0.33136
21080,0.4287598585791016,0.1834
21088,0.3582145462003813,0.49756
21131,0.2090447863456222,0.27223
21170,0.1291038198404754,0.11648
21182,0.0943024622469237,0.06331
21190,0.1492476283756558,0.09625
21192,0.0342446635061952,0.04806
21200,0.1378598589843045,0.01904
21202,0.0549857275381924,0.04294
21218,0.024747194833164,0.05751
21222,0.0383599133469599,0.03786
20514,6.219609013566589,5.33694
20578,4.199054823879428,3.59566
20878,1.8511071115569304,1.25917
21224,0.0767962854196813,0.08571
20588,4.497953831213634,6.31176
20724,2.3678305355317857,3.49512
20743,2.7425833578275047,2.76367
20771,2.24803461206362,2.27487
20945,0.7894693170041509,1.01485
20951,0.6736072228649193,0.82748
20319,15.079712198747425,25.1107
20390,11.559163021113925,20.65501
20415,10.056204758011924,10.80892
20447,9.785504995501205,10.28722
20478,8.272535839601517,8.45383
20508,7.002739352737322,7.14814
20667,3.004431477011151,9.51754
20298,15.388352993382773,15.123850000000001
20343,11.918495108391657,13.08581
20377,11.456005334565058,12.48729
20417,9.786794010239497,12.07132
20750,3.1032509962675308,4.05444
20832,2.2937382828157213,2.40209
20855,1.5866398803362316,2.31996
20877,1.7447906149998769,1.23142
20914,1.2511099967256656,1.12928
20996,0.7334559029524061,0.9401999999999999
21003,0.6909261382009718,0.92439
21027,0.295473397447692,0.78554
20049,185.80794905468753,155.36976
20453,9.41451282356008,10.8559
20657,2.215105590687646,8.39057
20741,1.40616968750106,5.67588
20777,2.854975979576535,3.24572
20402,14.09059493799676,11.43649
20496,10.522031865834553,9.29778
20542,7.005793808096144,8.12376
20624,6.398468028825548,5.29897
20775,2.8616855333902573,1.52916
20818,2.0196173937966027,2.29994
20202,41.72651861248101,40.32998
20334,18.18787564231025,14.28617
20337,16.34789286367289,10.67978
20340,18.03326462464735,14.62687
20544,9.971850371754115,6.88772
20552,7.730831026204004,6.35976
20574,3.4944614215266965,3.37892
20589,5.490363306339688,4.96139
20646,6.476355051379733,4.67976
20758,1.718600119222005,2.32554
20809,2.0192478467665245,2.82177
21167,0.2113788013377322,0.17357
21180,0.0933119145925409,0.15800999999999998
20112,54.92865281210666,67.26222
20297,18.778885085071984,3.02263
20306,19.09567505006748,12.35364
20323,15.025826171585082,9.834579999999999
20344,18.413666042797512,21.57768
20348,19.294253540008544,21.40444
20387,15.488297081303068,13.638770000000001
20403,14.79592035487705,13.9521
20567,6.363070809934828,2.18273
21118,0.3917629222222699,0.4323
21155,0.2860233602613078,0.35821
21184,0.2432103774385187,0.22785
21194,0.1788892597084476,0.16059
21207,0.1640539968477222,0.18451
21212,0.1533205746190349,0.12050999999999999
20164,35.17971793340047,71.9264
20203,24.696462432369657,42.524300000000004
20218,20.64910524723816,31.99998
20479,10.915774896804807,12.88316
21065,0.8129549862093661,0.4762
20237,32.36948363941108,49.67732
20395,13.088507902272545,20.6159
20513,6.031633870794508,10.79279
20576,3.859061450440195,12.05567
20604,4.686385868062338,6.74619
21157,0.2977785472146935,0.27290000000000003
20126,85.51973257946099,127.54216
20135,88.76290924301486,57.646010000000004
20150,79.26864151026746,120.79558
20262,25.406193296715628,33.086240000000004
20351,28.573251031375463,15.17846
20368,22.412259246609157,14.250119999999999
20378,22.157570676168657,16.15226
20481,8.67220237314521,8.86722
20488,13.098044716752796,12.630799999999999
20541,9.925351069776749,15.14409
20571,4.398682430392583,17.08537
20811,4.202552632809956,2.90713
20130,66.43866012717015,89.23248
20143,65.19119087820096,84.43065
20159,59.67167147629801,68.45808
20170,54.844497613057456,87.81184999999999
20266,27.540180950066464,29.12091
20364,16.020631278330484,24.86506
20389,14.753629094369678,31.86505
21034,1.0801939790026875,0.9634900000000001
21040,0.8234037971162134,0.74254
21126,0.4194102920517921,0.32972999999999997
21164,0.2925910643470287,0.24778
21176,0.3585659206944042,0.34237
20089,123.4781658495958,199.63294
20459,17.529580348806594,13.69071
20522,13.868693422549253,9.09333
20638,6.169657185807971,7.01523
20503,11.09158053895908,3.1668000000000003
20679,5.938134335088942,8.45929
20783,2.4813892174203662,2.33021
20853,2.2791908086357116,2.31655
21084,0.9312032533423106,0.01583
20495,15.2464766149292,13.83555
20523,19.26460734769016,20.466920000000002
20527,13.161278134044224,19.16804
20540,15.571763956744723,10.04151
20553,13.564991787978276,18.98708
20559,12.853609426698473,21.19427
20569,6.411622440603468,7.98992
20611,10.937500621173012,9.41894
20682,8.098154864921359,7.74383
20902,2.7299681087476944,2.41539
20908,2.278802616865158,2.75474
20967,1.7314669729686314,0.86702
20997,1.7251046360622644,1.86761
21142,0.4423483506355549,0.27297
21191,0.0628291655594242,0.11031
21209,0.0194142365415163,0.1136
21226,0.0762233569183084,0.11151
21233,-0.038383939102292,0.02981
21245,-0.0497232607571283,0.02692
20085,104.43911016036986,163.80988
20408,23.40588079381646,25.50841
20477,25.506550697462295,21.26084
20700,3.677210877492481,3.44084
20709,7.153756916570027,4.8681
20917,3.1578930303370156,1.06374
20990,1.2005268756934802,0.96783
21001,0.8929714143101374,0.65689
21022,1.5167665380101736,1.25873
21037,0.9679359328307048,0.54906
21056,1.3155059365348816,1.1978600000000001
21201,0.3708721386819416,0.32177
21244,0.1493208311558299,0.05927
21246,0.1484764861359596,0.05786
21248,0.1784015865154796,0.06209
21256,0.1491479683877097,0.05081
21259,0.160226571845346,0.0508
21262,0.1744523035049438,0.05786
21263,0.1620598470542166,0.05927
20460,8.035500716401842,12.02507
20547,11.691869414871215,12.88574
20558,18.77284613815308,16.154320000000002
20580,13.29974062854343,9.56592
20627,6.95399385450236,9.0172
20689,13.565005562818738,10.31576
20817,9.686431922624376,7.91336
20835,9.898986883212618,7.41104
21093,1.277718151772552,1.02563
21105,1.3259513441779878,1.0568600000000001
