product_id,tn,tn_feb_2019,promedio_ultimos_12m
20225,15.190572379340589,22.62316,21.02975
20226,20.080463395991796,25.03041,26.077202500000002
20227,19.454885341751744,25.23003,22.90740083333333
20228,21.14176090670303,20.19986,30.97753916666667
20230,14.166450480340233,21.89148,20.394603333333333
20231,22.188602652348266,21.33009,25.562570833333336
20232,22.613353296064993,19.31202,24.5270025
20233,14.803642696058246,26.28449,19.8015375
20234,11.226845942752462,17.78422,26.941655
20235,15.808508056989858,24.20637,19.384350833333333
20238,18.247939035926063,13.97367,22.001125000000002
20239,11.072959993926572,19.29352,18.317271666666667
20240,21.46313033305423,25.56989,25.111345
20241,21.383017341855545,24.10808,26.46701416666667
20242,19.824172842670492,17.55936,27.45141666666667
20244,14.14298198592495,10.3222,19.65116
20246,19.33561915746877,21.63634,24.316889166666666
20249,14.960034051411588,21.94324,21.912790833333332
20251,15.93434201831549,16.699180000000002,21.05438583333333
20252,17.597676401406947,23.2244,24.243855
20253,16.03812240211057,20.55159,22.048956666666665
20254,17.79067356821517,27.04719,23.64871583333333
20255,24.1083341719399,27.37396,24.666322500000003
20256,15.733700963812815,11.33811,19.4225225
20259,15.362753757288758,26.4413,21.595255833333336
20263,17.75583529472351,21.38366,20.050649166666666
20264,19.68971755135227,18.36368,24.537811666666666
20265,8.444055909841833,15.77647,23.264975833333335
20267,17.377645902230704,19.31403,19.645006666666667
20268,17.40512920433367,16.45257,19.9806375
20269,16.762467266808095,18.7047,23.14034083333333
20270,17.463224625923264,26.72587,23.080545833333332
20271,13.680187624944768,24.73173,21.2155975
20272,18.13130071465398,13.97718,20.922153333333334
20273,17.16771821572747,17.49516,20.605883333333335
20275,16.973994419608317,21.08454,20.724320833333334
20276,17.240248246931692,20.89634,19.658874166666667
20277,17.007116499081462,25.228959999999997,22.54919166666667
20278,13.379694374514298,25.70271,18.667042499999997
20280,14.177156864757269,16.74057,19.482873333333334
20281,13.889370263462336,22.87154,17.9485225
20282,14.171087950048312,16.02861,19.397898333333334
20283,14.941842455259511,17.35617,20.796638333333334
20284,15.922850430851252,13.78775,18.13214
20285,13.840708940801486,30.49969,18.85931666666667
20288,13.984135493426257,13.65936,18.21437166666667
20289,15.90586191163936,15.3153,21.25797916666667
20290,13.375334706104976,14.37426,18.393454166666668
20291,16.867093385105402,18.78326,21.770904166666668
20292,14.620452440960308,9.00013,17.839438333333334
20295,16.70718055040064,13.88661,21.089535833333333
20296,17.21612930969453,21.13616,19.724574166666667
20299,16.523933749803355,14.15505,21.931910000000002
20300,14.497738724023524,20.25066,17.550697500000002
20301,12.656164122299408,16.26414,16.716036666666668
20302,7.602091755665524,13.02894,20.163028333333333
20303,15.183991932533155,11.85021,18.947725000000002
20304,12.725610430811493,24.843,17.218867499999998
20305,7.890498722103279,12.63392,20.43845083333333
20307,15.231065961676585,17.09095,17.3587175
20309,14.745094064255834,17.65043,18.339376666666666
20310,16.297896798227875,16.20892,18.449585
20311,17.250310760148814,23.37153,22.094345
20314,15.307604393488925,17.906109999999998,18.421221666666668
20315,12.822039087053756,15.4165,15.874709166666667
20316,9.05395916649993,18.03367,11.9001125
20317,15.271310383165384,13.51003,17.341996666666667
20320,14.061235085339613,15.73572,16.557864166666665
20321,10.702578566443751,12.98924,12.679849166666665
20322,17.27820589508809,17.30799,20.430985
20324,12.905410581911111,10.13808,16.4549825
20325,14.190682857808932,5.41632,21.314397500000002
20326,14.45433805358242,16.95469,15.7343
20327,11.049293286363843,11.66759,15.5550075
20328,15.89672507366664,11.82636,19.306105
20329,11.741623116211152,8.64001,14.832131666666667
20330,13.555585669799587,13.41009,16.905559166666666
20332,10.544617088747696,16.2943,16.794754166666667
20335,14.676173623179048,10.03792,18.9392075
20336,12.131771561125634,19.55813,14.392978333333334
20338,12.223796307201116,13.44892,14.802650833333333
20341,11.246910750026434,12.94017,13.921586666666668
20342,14.306030760348683,17.73041,18.848560833333334
20346,13.130209912716502,10.66034,16.772357500000002
20349,11.388054585792649,10.78668,14.696976666666666
20350,6.585426777181491,11.41023,17.4913
20352,10.535705751096698,13.09318,12.125068333333333
20353,14.399150042466715,15.3839,15.638409166666667
20354,12.478969301975948,14.3027,14.918954166666666
20356,9.455673190909373,14.93651,12.758151666666668
20357,9.906452936185918,14.97764,14.631580833333333
20358,9.915841660029452,20.08188,14.669796666666668
20359,10.94003917801548,12.64805,14.021225833333332
20361,8.972844593961474,14.46679,12.201671666666668
20362,15.452000228452013,7.54131,16.99533333333333
20365,11.778108553147652,16.2535,13.947046666666667
20366,13.775139613890312,18.89931,17.09311
20367,11.92848912762924,13.20106,13.705445833333334
20372,10.915382882239111,11.62194,15.233078333333333
20375,13.613144320501409,9.67955,16.08449583333333
20379,12.383180787865545,10.87623,15.573075000000001
20380,8.506217504890872,10.99963,10.326949166666667
20381,8.783539510109055,11.2357,10.426366666666667
20382,10.904369737060977,6.54897,12.200386666666667
20383,9.547571286349228,11.08881,13.931447499999999
20384,12.435751622831315,12.40461,14.152019166666667
20385,11.301630218264084,8.72611,13.784171666666667
20386,11.80905011674048,13.43599,12.303130833333334
20388,9.208023491040082,15.36444,12.59622
20396,10.362363558419991,9.68895,12.963639166666667
20398,5.199564926221337,7.94895,14.514263333333332
20400,9.162641192825747,15.29005,11.662416666666667
20401,10.74884918374075,13.2978,13.268089166666668
20404,10.514565357020205,9.35842,11.489133333333333
20406,12.23713817730756,10.92466,14.552824166666667
20407,9.183108222316688,11.76708,12.79436
20409,9.243342303893936,7.02296,14.609285833333333
20410,9.35907697173911,6.83347,12.141957499999998
20411,7.948452690957298,13.76625,10.033055
20416,3.9822100652775294,5.1232999999999995,11.843678333333331
20418,3.5284135551519795,3.23248,12.138959166666666
20419,8.658882376173853,10.23178,10.726461666666667
20421,6.843873507539991,8.865400000000001,10.483399166666667
20422,3.6475908873786382,4.93691,11.053298333333332
20424,7.499209309967471,11.86602,9.027178333333334
20428,4.258573476697357,3.40589,11.900600833333334
20429,3.656567291474678,3.89669,11.4522825
20432,7.624572710252144,12.89701,9.00779
20433,7.776787564788066,8.24182,8.735824166666667
20434,7.394431458392614,18.37834,9.678566666666667
20438,7.383965549334674,7.72006,8.60344
20443,8.697626894628499,7.60084,10.434799166666666
20449,3.1028545906006446,3.5634,11.314260833333334
20450,9.225501879839827,15.92221,11.054291666666666
20463,5.4022567322556405,8.61774,7.81109
20464,7.603112920908861,2.5754,10.629205
20465,7.871461000241024,8.96824,10.410486666666667
20466,7.872085779485568,11.43789,9.159816666666666
20470,8.160358054537168,8.26956,12.027550833333335
20473,5.201694791585627,8.2679,8.582501666666667
20474,5.979503873368384,4.11877,7.174154166666667
20480,7.65895680306663,5.30535,9.591998333333335
20482,7.629479725595931,7.50171,10.310206666666668
20483,7.562820335509072,7.93836,9.1942975
20484,5.158244101094528,1.26038,6.50223
20490,2.3393024174680175,2.07923,8.904130833333333
20497,5.825390122306179,7.58228,9.019779166666666
20500,6.443710689813319,7.73819,7.750984166666666
20502,6.432679567538517,6.97668,8.0153825
20505,6.368271206466245,6.52794,7.249860000000001
20509,2.1932248686191063,2.10644,8.547156666666666
20517,4.508650655477819,4.84848,6.31449
20520,6.149473329664955,7.28364,8.311775833333334
20524,7.359482402532873,6.41273,8.138983333333334
20530,7.467267703002607,6.75681,10.364471666666667
20532,6.0012496172542305,6.87043,7.393462499999999
20536,5.6092864946580265,7.1705499999999995,6.461132500000001
20538,4.64766793015977,7.034590000000001,5.684440833333333
20539,5.434600897238288,6.83548,7.307070833333333
20549,3.0515391339718456,5.0154,5.4423325
20551,5.443435662229296,4.99597,6.9811425
20555,4.2482294129653715,10.15006,5.823370833333333
20560,5.923720520986637,5.86679,8.366249166666666
20561,1.5128365639649646,1.75512,6.4849475000000005
20563,3.48699663390576,4.71455,4.7602725
20565,4.453530382942146,10.16658,6.582001666666667
20568,3.585385836346049,3.44799,4.8368775
20570,4.305318046623553,5.87959,5.9753533333333335
20572,4.441680389390864,5.06035,6.4602625
20579,6.037649643253273,5.42743,7.794044166666667
20583,5.346549762806422,5.37587,5.9214875000000005
20585,3.044624112861257,4.54206,4.1562275
20586,2.155022982560413,3.54777,7.240492499999999
20597,1.4409213947578214,1.98071,6.091002500000001
20599,4.542592058719044,6.38425,5.413299166666667
20600,4.391131066100698,5.90469,4.9410091666666665
20601,1.9966912659960732,2.23134,7.033398333333333
20602,3.948147741002096,4.17014,6.012480833333334
20605,4.4112489844711735,4.35893,5.256365833333334
20606,4.715044547134722,4.63459,5.931615833333333
20609,5.075002541004772,4.91131,6.389013333333334
20612,2.929955746926052,4.30324,4.124515833333333
20614,4.291068016643255,4.93034,5.935080833333333
20617,4.281161275547994,3.39602,6.297021666666667
20622,3.995784515226391,4.7757,5.379124999999999
20628,2.9258071595514323,1.6739,4.305841666666667
20629,3.4537093076907412,3.66435,4.911548333333333
20632,3.911265358118944,3.85105,5.4721225
20636,1.3875305186694775,2.05325,5.83533
20637,4.336098709576566,4.66338,4.997463333333333
20639,3.5439158753609994,4.75453,4.438673333333333
20640,4.069348044798408,5.1107700000000005,5.342899166666666
20642,4.005495558322315,3.24576,5.495393333333333
20644,2.836899506374144,2.98116,3.9346125
20647,2.8321452955125084,8.48184,4.198768333333333
20651,2.857657768776719,3.26126,3.7539466666666663
20652,3.436953062742529,3.93214,4.692961666666666
20653,3.220116918355646,5.06787,4.313274166666667
20654,3.927016831619639,4.4575,4.723199999999999
20655,3.908583124758492,4.4334,4.837913333333334
20658,2.500661548594354,4.0912299999999995,3.6631816666666666
20660,3.497753356544065,3.09981,4.7606925
20661,2.5648264087421793,5.3902600000000005,3.366449166666667
20663,1.104866190905302,1.25597,4.808163333333334
20664,3.2724741604966177,2.54584,4.777985
20670,1.1100834033019105,2.5767,7.027410833333334
20672,4.159955149805042,4.41868,4.433159166666667
20676,1.953265408814793,2.31777,3.13404
20677,3.214722414251784,2.85496,4.440486666666667
20678,1.462299670027175,1.34386,4.6908666666666665
20680,3.217156791351211,4.07685,4.328579166666667
20684,4.367684353405322,3.44016,5.5030375000000005
20685,1.155396032291399,1.92,4.972474166666666
20693,2.21748206607053,4.25683,3.1077425
20696,2.481922449360431,3.096,3.2003275
20697,2.8179508111846276,3.0683700000000003,3.5593041666666667
20699,1.8498748725568743,3.35235,2.6912133333333332
20701,2.989017949977391,3.83151,3.3551699999999998
20702,2.554872793211064,2.06514,3.302588333333333
20705,2.011498237999392,1.97178,2.985879166666667
20706,2.581735953898497,4.54505,3.1381258333333335
20708,2.397406353077418,2.8814,3.3078466666666664
20713,3.051836093546639,2.726,3.986769166666667
20714,2.1819261442607556,4.41822,3.0416566666666665
20715,2.886454342956274,1.80664,3.9113908333333334
20721,2.299637092670924,2.42341,3.4985216666666665
20729,0.7654184552145675,2.32944,5.105626666666667
20730,2.346445978947089,1.85908,3.3646883333333335
20733,2.3321904707962355,4.00764,3.9773816666666666
20735,2.2463124486762034,2.63233,2.684775833333333
20737,1.968424686243836,1.08108,3.0638925
20739,2.7926486453539887,3.49892,3.0191733333333333
20742,1.4036060290437349,2.3882600000000003,2.394156666666667
20744,2.2358785154114305,2.90984,2.8630591666666665
20745,2.6886411460352617,2.43464,3.5849116666666667
20749,2.292387269752126,3.12835,2.6389133333333334
20751,1.2227716932834034,2.29981,2.1848175
20756,2.415258305173525,2.54384,2.778659166666667
20759,2.0721357229729773,1.89098,3.014908333333333
20761,2.2413966324127896,3.19689,2.7615766666666666
20765,0.986089406508795,0.96419,3.6343308333333333
20768,2.1066465763978552,3.37824,2.6953774999999998
20773,0.7905520926898634,1.03067,3.4918150000000003
20781,1.6921516136384347,1.65032,2.860813333333333
20788,1.8603940287106473,1.71987,2.872515
20789,1.7347042191196496,1.83722,2.6350858333333336
20800,1.8828196378660873,1.37504,3.144039166666667
20801,1.6180017552745174,1.83671,2.2951616666666665
20802,2.0781158687363206,3.0530500000000003,2.55654
20803,1.6054129445217025,1.441,2.0398641666666664
20807,1.6460933878388202,2.36726,2.0556341666666667
20810,2.1149869359714883,2.21937,2.3726558333333334
20812,1.669100092330449,1.71765,2.46263
20820,1.5422689557915,2.67707,1.9126341666666666
20823,1.530693214544108,2.53276,1.6770616666666667
20826,1.620980936456734,0.97321,2.2882766666666665
20828,1.442745871107343,1.92938,2.6845741666666663
20830,1.719212637820714,1.64453,2.1708675
20831,1.2844872592200696,1.52352,1.9277291666666667
20838,1.756122542938716,2.5385,2.2103508333333335
20840,2.061018694034765,2.49167,2.300289166666667
20843,1.498210979599348,1.78469,2.350643333333333
20846,1.4914726207793598,1.27656,2.3919141666666666
20847,1.5761272244050468,1.99178,2.20444
20849,1.6759838654961383,2.60051,2.0414108333333334
20852,0.9447707015443856,1.93506,1.831465
20862,1.2329600856337748,1.12037,1.8036091666666667
20863,1.351057770386548,1.21444,1.8755516666666667
20864,1.395709688394842,1.36775,1.7396475
20865,1.0691043621217702,0.93689,1.8039466666666666
20870,1.131443849751647,1.23062,1.5933208333333333
20882,0.9805220701325108,1.12257,1.5740691666666666
20883,0.8524178027267187,1.90771,1.4919649999999998
20892,1.1174586937880853,1.41466,1.5348225
20894,1.5208317074977176,2.90578,1.6658475
20901,1.1561381122176075,1.24372,1.6039466666666666
20906,0.7322142919604208,1.14703,1.2902425
20913,0.9928815455084116,1.14475,1.1890325
20919,0.9046669663258002,0.20204,1.2196466666666668
20922,0.5535098836875297,1.39649,1.1405166666666666
20925,0.6687907979521953,0.9079,1.3760108333333332
20931,0.7048028984539945,1.06798,1.1549633333333333
20937,0.91884877606177,0.76,1.3292758333333332
20941,0.8941444192134158,0.88036,1.1610575
20947,0.8468198717479974,0.86157,1.2349375
20948,0.9580135024349454,0.988,1.3541158333333332
20949,1.1000967342668857,1.34302,1.1986775
20956,0.3799292625675738,0.7755,0.9000625000000001
20957,0.7580421623629583,0.4302399999999999,1.0803033333333334
20961,0.8648263830953921,0.79778,1.05684
20965,0.7706200558115059,0.99496,1.0482958333333332
20970,0.7689695704570958,0.66389,1.0988033333333334
20976,0.5807124106606967,0.52516,0.882915
20982,0.6883697711246114,0.3764,1.1761608333333333
20985,0.4214212344565862,0.70769,0.7875175
20986,0.7114048482666553,0.78891,0.9230891666666667
20991,0.2886905993374301,0.3705,0.9486383333333334
20994,0.5412759954031084,0.38848,0.8399541666666667
21008,0.5841983207304713,0.74094,0.7143866666666666
21014,0.7182024958687769,0.95061,0.8191233333333333
21016,0.5244903312602514,0.60929,0.811055
21024,0.54157427782324,0.60714,0.8313458333333333
21028,0.375167205562474,0.28169,0.6677075
21032,0.5604064364878225,0.58982,0.7666399999999999
21038,0.4067531261645572,0.40617,0.7117724999999999
21048,0.4460055519577482,0.52318,0.5633441666666666
21055,0.3467275945758316,0.26859,0.5752591666666667
21057,0.3972526873711129,0.23477,0.5920108333333333
21077,0.2977005840921906,0.33136,0.37461750000000005
21080,0.3431297712762591,0.1834,0.49436583333333334
21088,0.373587429943219,0.49756,0.5510341666666666
21131,0.2198691211221083,0.27223,0.30557
21182,-0.0144638906324833,0.06331,0.20152
21192,-0.0270280328015206,0.04806,0.09823333333333334
21202,0.0669264663535524,0.04294,0.17071583333333332
21218,0.026014846979155,0.05751,0.1054125
21222,0.0308889492913346,0.03786,0.0767525
